name,category,code
"""melanz.tonde""""ii""""ita 400g.biologico""",ortofrutta verdure,01.1.7.2
"conad percorso qualita zucchino chiaro italia cal. 14/21 0,600 kg",ortofrutta verdure,01.1.7.2
zucche gialle (lunghe) orig.italia,ortofrutta verdure,01.1.7.2
cottin tavola ortaggi grigliati zucchine grigliate 250 g,ortofrutta verdure,01.1.9.1
zucchine scure italia cal. 14/21 cat. i,ortofrutta verdure,01.1.7.2
zucchine bianche italia i cat,ortofrutta verdure,01.1.7.2
"zucchine bio italia cal. 14-21 cm 0,700 kg verso natura conad",ortofrutta frutta e verdure biologiche,01.1.7.2
zucchine tonde orig.italia,ortofrutta verdure,01.1.7.2
fiori di zucchine ita vasch.100g,ortofrutta verdure,01.1.7.4
zucche verdi(delica) orig.italia,ortofrutta verdure,01.1.7.2
zucchine a rondelle,ortofrutta verdure,01.1.7.2
zucchine chiare italia cat. i cal. 14/21,ortofrutta verdure,01.1.7.2
zucchine chiare ita 600g(bolognesi),ortofrutta verdure,01.1.7.2
zucchine bianche romanesche lazio italia i categoria,ortofrutta verdure,01.1.7.2
zucchine chiare ita 600g(grezzino),ortofrutta verdure,01.1.7.2
zucche verde delica italia cat. i,ortofrutta verdure,01.1.7.2
zucche(delica) orig.sud africa,ortofrutta verdure,01.1.7.2
zucch.chiare grezzine ita vass.600g,ortofrutta verdure,01.1.7.2
piselli busta 500g or.italia i cat.,ortofrutta verdure,01.1.7.3
piselli busta gr. 500,ortofrutta verdure,01.1.7.3
piselli freschi vs.500g italia icat,ortofrutta verdure,01.1.7.3
piselli verdoni italia i cat.,ortofrutta verdure,01.1.7.3
piselli freschi italia i cat.,ortofrutta verdure,01.1.7.3
piselli freschi italia cat. i,ortofrutta verdure,01.1.7.3
piselli freschi vass. it 500g i cat,ortofrutta verdure,01.1.7.3
peperoni rossi italia i categoria,ortofrutta verdure,01.1.7.2
peperone rosso cat.i cal.80-100 orig.italia,ortofrutta verdure,01.1.7.2
conad percorso qualita peperoni quadrati misti italia cal. 70/90 600 g,ortofrutta verdure,01.1.7.2
peperoni gialli italia 1 fila i categoria,ortofrutta verdure,01.1.7.2
peperoni sweet palermo mix 500g ita,ortofrutta verdure,01.1.7.2
peperoni gialli/rossi italia i cat.,ortofrutta verdure,01.1.7.2
peperoni dolce friggitello gr 250 italia i categoria,ortofrutta verdure,01.1.7.2
peperoni dolci cornelio italia valfrutta cal. 35/55 vaschetta 500g valfrutta,ortofrutta verdure,01.1.7.2
peperoni gialli italia cal. 80/110 cat. i,ortofrutta verdure,01.1.7.2
peperone dolce mix 150g vlf ita.ict,ortofrutta verdure,01.1.7.2
peper.topepo dolce verde it. i cat,ortofrutta verdure,01.1.7.2
peperone corno di capra,ortofrutta legumi e cereali,01.1.7.2
peper.friggit.piccoli 300g it.i cat,ortofrutta verdure,01.1.7.2
peperoni misti italia cal. 70/90 cat. i,ortofrutta verdure,01.1.7.2
"""fagiolini""""i"""" mar 250g(spuntati)""",ortofrutta verdure,01.1.7.3
conad percorso qualita fagiolini filiformi fini italia 500 g,ortofrutta verdure,01.1.7.3
"""fagiolini""""i"""" mar vs.500g""",ortofrutta verdure,01.1.7.3
fagiolini fini spuntati italia 250 g percorso qualita conad,ortofrutta verdure,01.1.7.3
"""fagiolini""""i"""" ita vs.500g""",ortofrutta verdure,01.1.7.3
conad percorso qualita fagiolini fini spuntati italia 250 g,ortofrutta verdure,01.1.7.3
fagiolini orig.italia,ortofrutta verdure,01.1.7.3
conad percorso qualita fagiolini filiformi fini italia 750 g,ortofrutta verdure,01.1.7.3
conad mix & gusta pomodoro datterino noci grana padana dop crostini 145 g,ortofrutta verdure,01.1.9.1
bonduelle mix lattugoso 80 g,ortofrutta verdure,01.1.9.1
conad fagioli corona 400 g,ortofrutta legumi e cereali,01.1.7.9
olive verdi giganti in secchiello gr 350 oroli,ortofrutta verdure,01.1.7.9
mais dorato 100 g,ortofrutta frutta secca,01.1.1.1
conad mais per pop corn 400 g,ortofrutta legumi e cereali,01.1.1.1
bonduelle carta delle insalate ricetta gustosa 150 g,ortofrutta verdure,01.1.9.1
bonduelle le tenere insalatine 125 g,ortofrutta verdure,01.1.9.1
conad mix & gusta olive verdi grana padano dop crostini 120 g,ortofrutta verdure,01.1.9.1
pedon i pronti ceci 250 g,ortofrutta legumi e cereali,01.1.9.1
snack di mais fritto e salato 150 g conad,ortofrutta frutta secca,01.1.9.1
conad carote cotte a vapore 500 g,ortofrutta verdure,01.1.9.1
conad mais da popcorn per microonde 100 g,ortofrutta legumi e cereali,01.1.9.1
pedon i pronti lenticchie 250 g,ortofrutta legumi e cereali,01.1.9.1
bonduelle carta delle insalate ricetta deliziosa 90 g,ortofrutta verdure,01.1.9.1
insalata mista con carote e spinacino 220 g conad,ortofrutta verdure,01.1.9.1
conad verso natura bio misticanza biologica 80 g,ortofrutta frutta e verdure biologiche,01.1.9.1
bonduelle iceberg 100 g,ortofrutta verdure,01.1.9.1
nuova terra voglia di gourmet zuppa di lenticchie rosse e verdi con curcuma 180 g,ortofrutta legumi e cereali,01.1.7.9
bonduelle carta delle insalate ricetta vivace 200 g,ortofrutta verdure,01.1.9.1
bonduelle armonia 150 g,ortofrutta verdure,01.1.9.1
colfiorito zuppa di farro e legumi 400 g,ortofrutta legumi e cereali,01.1.7.9
conad verso natura bio rucola biologica 80 g,ortofrutta verdure,01.1.9.1
conad verso natura bio valeriana biologica 70 g,ortofrutta frutta e verdure biologiche,01.1.9.1
conad verso natura bio zuppa con orzo biologica 300 g,ortofrutta legumi e cereali,01.1.9.1
zuppa di legumi 400 g conad,ortofrutta legumi e cereali,01.1.7.9
conad pannocchie di mais dolce cotte a vapore 400 g,ortofrutta verdure,01.1.9.1
conad verso natura bio insalata classica biologica 150 g,ortofrutta frutta e verdure biologiche,01.1.9.1
mais da popcorn per microonde 100 g conad,ortofrutta legumi e cereali,01.1.1.1
ins.mista con carote julienne 250g,ortofrutta verdure,01.1.9.1
pedon i pronti cannellini 250 g,ortofrutta legumi e cereali,01.1.9.1
nuova terra voglio riscoprire minestra di ceci al profumo di rosmarino 180 g,ortofrutta legumi e cereali,01.1.7.9
zuppa con orzo farro e legumi 400 g conad,ortofrutta legumi e cereali,01.1.1.9
"nuova terra voglio star bene zuppa di miglio, lenticchie rosse e finocchio 160 g",ortofrutta legumi e cereali,01.1.1.9
conad snack di mais 150 g,ortofrutta frutta secca,01.1.9.1
conad zuppa con orzo farro e legumi 400 g,ortofrutta legumi e cereali,01.1.1.9
bonduelle mix rucoloso 80 g,ortofrutta verdure,01.1.9.1
zuppa orzo grano legumi conad gr 400,ortofrutta legumi e cereali,01.1.9.1
nuova terra inconfondibili minestrone toscano con farro bio 250 g,ortofrutta legumi e cereali,01.1.1.9
conad rape rosse cotte a vapore 500 g,ortofrutta verdure,01.1.9.1
conad patate cotte a vapore 500 g,ortofrutta verdure,01.1.9.1
bonduelle iceberg 200 g,ortofrutta verdure,01.1.9.1
poppy mais per pop corn 250 g,ortofrutta legumi e cereali,01.1.1.1
bonduelle mix prezioso 80 g,ortofrutta verdure,01.1.9.1
bonduelle carta delle insalate ricetta saporita 80 g,ortofrutta verdure,01.1.9.1
conad verso natura bio insalatina biologica 80 g,ortofrutta frutta e verdure biologiche,01.1.9.1
conad zuppa di legumi 400 g,ortofrutta legumi e cereali,01.1.7.9
mais per pop corn 400 g conad,ortofrutta legumi e cereali,01.1.1.1
nuova terra voglio riscoprire zuppa di legumi ai profumi mediterranei 180 g,ortofrutta legumi e cereali,01.1.7.9
mais tostato origine spagna,ortofrutta frutta e vegetali secchi,01.1.9.1
puntarelle alla romana bst.200g sab,ortofrutta verdure,01.1.7.1
"bonduelle mix rucoloso rucola, lattuga romana, songino valerianella 70 g",ortofrutta verdure,01.1.9.1
lattuga romana busta gr 250,ortofrutta verdure,01.1.9.1
conad percorso qualita cuore di iceberg 200 g,ortofrutta verdure,01.1.9.1
conad percorso qualita iceberg e carote 250 g,ortofrutta verdure,01.1.9.1
cuore di iceberg 200 g percorso qualita conad,ortofrutta verdure,01.1.9.1
ins.iceberg e radicchio 220g bds,ortofrutta verdure,01.1.9.1
iceberg e carote 250 g percorso qualita conad,ortofrutta verdure,01.1.9.1
iceberg  bonduelle 100gr,ortofrutta verdure,01.1.9.1
valfrutta le insalate miste finocchio con iceberg e carote 200 g,ortofrutta verdure,01.1.9.1
iceberg 200gr i freschi sapori,ortofrutta verdure,01.1.9.1
ins.iceberg cpq takeway,ortofrutta verdure,01.1.9.1
"ins.iceberg 100g bonduelle 1,00",ortofrutta verdure,01.1.9.1
conad percorso qualita lattughino 125 g,ortofrutta verdure,01.1.9.1
conad percorso qualita lattughino 70 g,ortofrutta verdure,01.1.9.1
conad percorso qualita lattughino 90 g,ortofrutta verdure,01.1.9.1
bonduelle il lattughino degli agricoltori bonduelle 90 g,ortofrutta verdure,01.1.9.1
lattughino 125 g percorso qualita conad,ortofrutta verdure,01.1.9.1
bonduelle lattughino 90 g,ortofrutta verdure,01.1.9.1
bonduelle lattughino 60 g,ortofrutta verdure,01.1.9.1
orto sud lattughino verde vaschetta gr100,ortofrutta verdure,01.1.9.1
"bonduelle be!bio mix sfizioso lattughino verde e rosso, carote 100 g",ortofrutta verdure,01.1.9.1
conad percorso qualita lattughino 200 g,ortofrutta verdure,01.1.9.1
lattughino 70 g percorso qualita conad,ortofrutta verdure,01.1.9.1
"lattughino orti laz.vasc.100g 0,99",ortofrutta verdure,01.1.9.1
cetrioli mini snack ndl 150g,ortofrutta verdure,01.1.9.1
conad percorso qualita julienne di pan di zucchero e radicchio rosso 500 g,ortofrutta verdure,01.1.9.1
insalata duetto radicchio  e pan di zucchero gr 250,ortofrutta verdure,01.1.9.1
ins.duetto radic.pan di zucch.250g,ortofrutta verdure,01.1.9.1
zucchine a fette.,ortofrutta verdure,01.1.7.9
julienne di pan di zucchero e radicchio rosso 500 g percorso qualita conad,ortofrutta verdure,01.1.9.1
sab le regionali puntarelle cicoria catalogna 200 g,ortofrutta verdure,01.1.7.1
cicorietta valfrutta bst.500g,ortofrutta verdure,01.1.7.1
rad.cicorino grumolo vs.100g,ortofrutta verdure,01.1.7.1
ortopronto da cuocere cicoria 500 g,ortofrutta verdure,01.1.7.1
brescia le pronte in tavola le filissime cicorino 150 g,ortofrutta verdure,01.1.9.1
brescia le pronte in tavola le filissime cicorino & porro 150 g,ortofrutta verdure,01.1.9.1
cicoria pronta bst.250g italia i ct,ortofrutta verdure,01.1.7.1
cicoria agroama gr.500,ortofrutta verdure,01.1.7.1
cicoria pronta bst.gr.500 it.i cat.,ortofrutta verdure,01.1.9.1
conad percorso qualita radicchio e valeriana 150 g,ortofrutta verdure,01.1.9.1
radicchio e valeriana 150 g percorso qualita conad,ortofrutta verdure,01.1.9.1
conad percorso qualita radicchio verde tagliato 150 g,ortofrutta verdure,01.1.9.1
radicchio+valeriana bst 150 g cpq,ortofrutta verdure,01.1.9.1
radicchio di campo bont natura 90g,ortofrutta verdure,01.1.9.1
mix di radicchi s&d 200g,ortofrutta verdure,01.1.9.1
insal'arte radicchio variegato 175 g,ortofrutta verdure,01.1.9.1
ortoromi radicchio rosso 175 g,ortofrutta verdure,01.1.9.1
conad percorso qualita spinaci 500 g,ortofrutta verdure,01.1.9.1
conad percorso qualita spinacino 150 g,ortofrutta verdure,01.1.9.1
spinaci 500 g percorso qualita conad,ortofrutta verdure,01.1.7.1
conad percorso qualita spinacino vaschetta alta 150 g,ortofrutta verdure,01.1.9.1
spinacino 150 g percorso qualita conad,ortofrutta verdure,01.1.9.1
spinacino almaverde bio bst.80g,ortofrutta frutta e verdure biologiche,01.1.9.1
bonduelle spinaci 400 g,ortofrutta verdure,01.1.7.1
spinacino vaschetta alta 150 g percorso qualita conad,ortofrutta verdure,01.1.7.1
spinaci 300g melograno,ortofrutta verdure,01.1.7.1
spinaci busta 500g lazio it.i cat,ortofrutta verdure,01.1.7.1
spinaci lazio i catergoria gr 500,ortofrutta verdure,01.1.7.1
bietoline 500 g percorso qualita conad,ortofrutta verdure,01.1.7.1
noberasco veg&crock chips croccanti da 2 barbabietole fresche 15 g,ortofrutta frutta e vegetali secchi,01.1.9.1
mix rosette di broccoletti 400g percorso qualita conad,ortofrutta verdure,01.1.7.1
percorso qualita mix rosette di broccoletti 400g conad,ortofrutta verdure,01.1.7.1
percorso qualita mix rosette di broccoletti cat. i vaschetta 400g conad,ortofrutta verdure,01.1.7.1
broccoletti busta gr 500 lazio italia i categoria,ortofrutta verdure,01.1.7.1
"percorso qualita misto rosette di cavolfiore bianco, viola, arancione, broccoletti  400g conad",ortofrutta verdure,01.1.7.1
conad percorso qualita rosette di broccoletti italia 400 g,ortofrutta verdure,01.1.7.1
"madama oliva pomodori secchi ""alla contadina"" 200 g",ortofrutta verdure,01.1.7.9
pomodori secchi oroli' vaschetta gr 200,ortofrutta verdure,01.1.7.9
mix & gusta pomodoro datterino noci grana padana dop crostini 145 g conad,ortofrutta verdure,01.1.9.1
pomodoro datterino italia cat. i vaschetta 500g,ortofrutta verdure,01.1.7.2
"""pappa al pomodoro""""mutti"""" 550g.""",ortofrutta verdure,01.1.9.1
"""pomodorata farro lent.""""mutti"""" 550g.""",ortofrutta verdure,01.1.9.1
pomodori secchi alla contadina 200g,ortofrutta verdure,01.1.7.9
pomodori secchi orolivasch.200g,ortofrutta verdure,01.1.7.9
"conad percorso qualita rosette di cavoli misti bianco, viola, arancione e verde italia 400 g",ortofrutta verdure,01.1.7.1
"mista+finocchio bst.200g""sc.per te""",ortofrutta verdure,01.1.9.1
ortopronto mista piu finocchi 200 g,ortofrutta verdure,01.1.9.1
"bonta di stagione le classiche tris benessere con carote, finocchio e zenzero 350 g",ortofrutta verdure,01.1.9.1
finocchio julienne ivi 250g,ortofrutta verdure,01.1.9.1
scelte per te insalata mista con finocchio 200 g,ortofrutta verdure,01.1.9.1
insalata mista piu finocchio gr  200  italia i categoria ortopronto,ortofrutta verdure,01.1.9.1
conad percorso qualita carote julienne 200 g,ortofrutta verdure,01.1.9.1
conad verso natura bio carotine biologiche 150 g,ortofrutta frutta e verdure biologiche,01.1.7.4
carote julienne 200 g percorso qualita conad,ortofrutta verdure,01.1.9.1
carotine baby vass.300g.italia i ct,ortofrutta verdure,01.1.7.4
insalata mista con carote julienne,ortofrutta verdure,01.1.9.1
carotine baby vassoio 300gr italia,ortofrutta verdure,01.1.7.4
carotine biologiche 150 g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.7.4
cipolla e fagioli ivi 250g,ortofrutta verdure,01.1.9.1
aglio-cipolla mix 250g orig.it i ct,ortofrutta verdure,01.1.7.4
madama oliva aglio marinato 300 g,ortofrutta verdure,01.1.7.9
madama oliva pate di olive e carciofi 110 g,ortofrutta verdure,01.1.7.9
bonduelle stuzzichiamo? crema ai carciofi 150 g,ortofrutta verdure,01.1.7.9
pate'olive e carciofi gr.110,ortofrutta verdure,01.1.7.9
pate di olive e carciofi 110g,ortofrutta verdure,01.1.7.9
pate'olive e carciofi busta 110g,ortofrutta verdure,01.1.7.9
carciofi (x sottolio) orig.italia,ortofrutta verdure,01.1.7.1
carciofi i ita ct.(sottolio),ortofrutta verdure,01.1.7.9
ol.verdi giganti secch.350g oroli,ortofrutta verdure,01.1.7.9
olive verdi sicilia sec.350g oroli,ortofrutta verdure,01.1.7.9
madama oliva frutto d'italia olive d.o.p. nocellara del belice olive dolci verdi 250 g,ortofrutta verdure,01.1.7.9
madama oliva frutto d'italia lupini 280 g,ortofrutta verdure,01.1.7.9
madama oliva frutto del mediterraneo olive verdi dolci giganti 250 g,ortofrutta verdure,01.1.7.9
madama oliva frutto d'italia olive d.o.p. nocellara del belice olive dolci nere 250 g,ortofrutta verdure,01.1.7.9
olive nere intere secche gr 350 oroli,ortofrutta verdure,01.1.7.9
madama oliva frutto d'italia olive verdi bella di cerignola 480 g,ortofrutta verdure,01.1.7.9
bonduelle carta delle insalate ricetta olive 140 g,ortofrutta verdure,01.1.9.1
madama oliva frutto d'italia olive denocciolate leccino condite 200 g,ortofrutta verdure,01.1.7.9
madama oliva frutto d'italia olive itrana nera del lazio 250 g,ortofrutta verdure,01.1.7.9
madama oliva frutto d'italia olive taggiasca 250 g,ortofrutta verdure,01.1.7.9
olive verdi dolci  gr 250,ortofrutta verdure,01.1.7.9
olive nere granata secchiello 250g,ortofrutta verdure,01.1.7.9
madama oliva frutto d'italia olive d.o.p. nocellara del belice al naturale condite con erbe 250 g,ortofrutta verdure,01.1.7.9
madama oliva pate di olive 110 g,ortofrutta verdure,01.1.7.9
madama oliva frutto d'italia olive verdi denocciolate nocellara etnea 200 g,ortofrutta verdure,01.1.7.9
oliva itrana aperitivo bst 400g,ortofrutta verdure,01.1.7.9
mais poppy x pop corn select 250g,ortofrutta legumi e cereali,01.1.1.1
cerreto i cereali mais per pop corn bio 500 g,ortofrutta legumi e cereali,01.1.1.1
pannocchie di mais dolce cotte a vapore 400 g conad,ortofrutta verdure,01.1.9.1
mais tostato esp vaschetta,ortofrutta frutta e vegetali secchi,01.1.9.1
"""cous cous di mais""""pedon""""250g""",ortofrutta legumi e cereali,01.1.9.1
mais/pannocchie italia vas.400g,ortofrutta verdure,01.1.7.4
insalata leggera mais ivi 120g,ortofrutta verdure,01.1.9.1
mais per pop corn gr.400 terra&sole,ortofrutta legumi e cereali,01.1.1.1
mais pop corn bio 500g,ortofrutta legumi e cereali,01.1.1.1
conad mais da popcorn per microonde 3 x 100 g,ortofrutta legumi e cereali,01.1.1.1
cous cous di mais pedon 250g,ortofrutta legumi e cereali,01.1.9.1
mais fresco pannocchia ita 450 g,ortofrutta verdure,01.1.7.4
"sapori & dintorni conad arancia di ribera d.o.p. washington navel italia cal. 5 rete 1,5 kg",ortofrutta frutta fresca,01.1.6.2
sapori & dintorni conad arancia rossa di sicilia igp tarocco italia cal. 5 rete 1 kg,ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance tarocco italia calibro 7 1,5 kg",ortofrutta frutta fresca,01.1.6.2
arance w.navel cat.i cal.3-4 orig.italia,ortofrutta frutta fresca,01.1.6.2
conad verso natura bio arance navellina italia cal. 4 1 kg,ortofrutta frutta e verdure biologiche,01.1.6.2
"conad percorso qualita arance tarocco italia cal. 9 2,5 kg",ortofrutta frutta fresca,01.1.6.2
arance tarocco cpq cat.i cal.4 orig.italia,ortofrutta frutta fresca,01.1.6.2
arance navel con foglia italia cal. 3/4 cat. i,ortofrutta frutta fresca,01.1.6.2
"arance tarocco italia calibro 7 1,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2
conad verso natura bio arance tarocco italia cal. 5/7 1 kg,ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance navelina italia calibro 6 1,5 kg",ortofrutta frutta fresca,01.1.6.2
arance navel cat.i cal.4-5 orig.ita,ortofrutta frutta fresca,01.1.6.2
conad percorso qualita arance navelina italia calibro 9 3 kg,ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance navelina italia calibro 7 1,5 kg",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance naveline spagna cal. 6 (70-80mm) 1,5 kg",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance valencia spagna cal. 6 1,5 kg",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance tarocco italia cal. 8 2,5 kg",ortofrutta frutta fresca,01.1.6.2
"percorso qualita arancia ribera d.o.p. washington navel italia cal. 5 1,5 kg sapori & dintorni conad",ortofrutta frutta fresca,01.1.6.2
conad percorso qualita arance tarocco italia calibro 8 3 kg,ortofrutta frutta fresca,01.1.6.2
"arance tarocco italia cal. 8 2,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance navel spagna cal. 6 1,5 kg",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance valencia sud africa cal. 8 rete 1,5 kg",ortofrutta frutta fresca,01.1.6.2
conad percorso qualita arance moro italia cal. 9 rete 2 kg,ortofrutta frutta fresca,01.1.6.2
percorso qualita arancia rossa di sicilia igp tarocco italia cal. 5 1 kg sapori & dintorni conad,ortofrutta frutta fresca,01.1.6.2
arance valencia grecia cal. 4/6 cat. i,ortofrutta frutta fresca,01.1.6.2
arance vaniglia italia cal. 6 cat. i 1 kg,ortofrutta frutta fresca,01.1.6.2
arance tarocco (foglia) cat.i cal.5-6 orig.italia,ortofrutta frutta fresca,01.1.6.2
arance navel cpq cat.i cal.4 orig.italia,ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance moro italia cal. 7 1,5 kg",ortofrutta frutta fresca,01.1.6.2
arance navel cal.4 conad p.q.it.ict,ortofrutta frutta fresca,01.1.6.2
arance navel foglia 3/4 italia icat,ortofrutta frutta fresca,01.1.6.2
"arance navel cal 8 kg 2,5 italia i categoria",ortofrutta frutta fresca,01.1.6.2
arance navellina italia cal. 4 1 kg verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.2
"conad percorso qualita arance valencia italia cal. 7 1,5 kg",ortofrutta frutta fresca,01.1.6.2
arance navel cal.3/4 spagna cpq ict,ortofrutta frutta fresca,01.1.6.2
"arance naveline spagna cal. 6 (70-80mm) 1,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2
"arance sanguinello italia cal. 8 1,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance sanguinello italia cal. 9 2,5 kg",ortofrutta frutta fresca,01.1.6.2
percorso qualita arance tarocco italia cal. 5 cat. i conad,ortofrutta frutta fresca,01.1.6.2
arance navel washington italia cal. 3/4 cat. i,ortofrutta frutta fresca,01.1.6.2
arance valen.c.4/6 grecia 3x4 i cat,ortofrutta frutta fresca,01.1.6.2
arance tarocco italia cal. 6 cat. i,ortofrutta frutta fresca,01.1.6.2
percorso qualita arance valencia italia cal. 4 cat. i conad,ortofrutta frutta fresca,01.1.6.2
sapori e dintorni arance tarocco sicilia igp italia cal. 5 cat. i,ortofrutta frutta fresca,01.1.6.2
percorso qualita arance navel italia cal. 5 cat. i conad,ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance navel sud africa cal. 6 1,5 kg",ortofrutta frutta fresca,01.1.6.2
arance tarocco italia cal. 5/7 1 kg verso natura bio conad,ortofrutta frutta fresca,01.1.6.2
arance navel cat.i cal.5 orig.sudafrica,ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance sanguinello italia cal. 8 rete 1,5 kg",ortofrutta frutta fresca,01.1.6.2
arance tarocco cat.i cal.6 orig.italia,ortofrutta frutta fresca,01.1.6.2
arancio tarocco cal.6 italia i cat,ortofrutta frutta fresca,01.1.6.2
f&v arance navel ct i al kg,ortofrutta frutta fresca,01.1.6.2
sapori e dintorni arance tarocco sicilia igp italia cal. 4 cat. i,ortofrutta frutta fresca,01.1.6.2
arance navel cat.i cal.4 orig.spagna,ortofrutta frutta fresca,01.1.6.2
f&v arance vaniglia ii al kg,ortofrutta frutta fresca,01.1.6.2
"percorso qualita arance navel italia cal. 9 cat. i rete 2,5kg conad",ortofrutta frutta fresca,01.1.6.2
arance navel rete,ortofrutta frutta fresca,01.1.6.2
"arance navel kg 2,5 cpq italia i categoria",ortofrutta frutta fresca,01.1.6.2
conad percorso qualita arance tarocco italia cal. 8 3 kg,ortofrutta frutta fresca,01.1.6.2
arance navel cpq cal.5 spagna i cat,ortofrutta frutta fresca,01.1.6.2
"arance navelina italia calibro 6 1,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance navel sud africa cal. 8 1,5 kg",ortofrutta frutta fresca,01.1.6.2
arance navel sudafrica cal. 4 cat. i,ortofrutta frutta fresca,01.1.6.2
arance navel i  3-4 ita cpq,ortofrutta frutta fresca,01.1.6.2
arance lane late italia cal. 4 cat. i,ortofrutta frutta fresca,01.1.6.2
"arance valencia kg 1,5 conad pq",ortofrutta frutta fresca,01.1.6.2
"arance navel cal.5/6 kg.1,5 spa.ict",ortofrutta frutta fresca,01.1.6.2
"arance valencia kg1,5 conad p.q.",ortofrutta frutta fresca,01.1.6.2
"arance navel 5/6 kg.1,5 s.afr.i ct.",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita arance moro italia cal. 9 2,5 kg",ortofrutta frutta fresca,01.1.6.2
arance lanelate 3/4 or.italia i cat,ortofrutta frutta fresca,01.1.6.2
"percorso qualita arance navel italia cal. 8 cat. i rete 2,5kg conad",ortofrutta frutta fresca,01.1.6.2
arance valencia cat.i cal.3-4 orig.sudafrica,ortofrutta frutta fresca,01.1.6.2
arance vaniglia cal.3/4 sic.it.icat,ortofrutta frutta fresca,01.1.6.2
arance washington navel cal. 7/8 cat. i 2kg,ortofrutta frutta fresca,01.1.6.2
arance moro cal.7 or.it.icat,ortofrutta frutta fresca,01.1.6.2
f&v arance washingt navel ct i al kg,ortofrutta frutta fresca,01.1.6.2
arance navel ribera cat.i cal.4 orig.italia,ortofrutta frutta fresca,01.1.6.2
conad percorso qualita arance navel spagna cal. 3 cat. ii,ortofrutta frutta fresca,01.1.6.2
percorso qualita arance navel spagna cal. 3 cat. ii conad,ortofrutta frutta fresca,01.1.6.2
f&v arance navel prov.za cti cl3/4 al kg,ortofrutta frutta fresca,01.1.6.2
arance navel foglia 4/5 or.it.i cat,ortofrutta frutta fresca,01.1.6.2
arance valencia  i  8 zaf bs.2kg,ortofrutta frutta fresca,01.1.6.2
arance valencia  i  esp 6/7 2 kg,ortofrutta frutta fresca,01.1.6.2
arance valencia  i 4 zaf,ortofrutta frutta fresca,01.1.6.2
percorso qualita arance navel cal. 3 cat. i conad spagna,ortofrutta frutta fresca,01.1.6.2
arance valencia i  3/4 esp,ortofrutta frutta fresca,01.1.6.2
arance moro cal.7/8 kg.2 it.i cat.,ortofrutta frutta fresca,01.1.6.2
f&v arance navel ct ii al kg,ortofrutta frutta fresca,01.1.6.2
conad cpq arance tarocco cti al kg,ortofrutta frutta fresca,01.1.6.2
"arance navel cal.8 kg.2,5 it.i cat.",ortofrutta frutta fresca,01.1.6.2
"arance sanguinello italia cal. 9 2,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2
arance navel cal.6/7 kg.2 it.i cat.,ortofrutta frutta fresca,01.1.6.2
arance tarocco italia cal. 4 cat. i,ortofrutta frutta fresca,01.1.6.2
percorso qualita arance valencia sudafrica cal. 6 cat. i conad,ortofrutta frutta fresca,01.1.6.2
banane cpq cri/col/ecu vs.700 g.,ortofrutta frutta fresca,01.1.6.1
banane dole prov.colombia i cat.,ortofrutta frutta fresca,01.1.6.1
"""banane""""i""""19+ col/pan chiquita(vass)""",ortofrutta frutta fresca,01.1.6.1
banane colombia cat. l dole,ortofrutta frutta fresca,01.1.6.1
banane vassoio gr 620 bio conad verso natura i categoria,ortofrutta frutta e verdure biologiche,01.1.6.1
"""banane""""i""""14+ dom 620g biologico vnb""",ortofrutta frutta fresca,01.1.6.1
banane colombia vas.700g cpq 4x6 ic,ortofrutta frutta fresca,01.1.6.1
banane cpq orig.cri/ecu/col.,ortofrutta frutta fresca,01.1.6.1
banane ecuador cat. i chiquita,ortofrutta frutta fresca,01.1.6.1
banane chiquita vassoio ecuador i categoria,ortofrutta frutta fresca,01.1.6.1
bio banane cal. 14/21 cat. i vassoio 620g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.6.1
banane conad p.q.or.costarica i cat,ortofrutta frutta fresca,01.1.6.1
banane ecuador cat. l chiquita,ortofrutta frutta fresca,01.1.6.1
percorso qualita banane cat. i vassoio 700g conad,ortofrutta frutta fresca,01.1.6.1
percorso qualita banane cat. i vassoio 700g conad costa rica,ortofrutta frutta fresca,01.1.6.1
percorso qualita banane cat. i conad,ortofrutta frutta fresca,01.1.6.1
