name,code,count,confidence,category,manual_code,encoder,correct
agnello in quarti.,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
confezione mista agnello sardo igp,01.1.2.3,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
agnello intero,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
agnello a meta,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
lombatina di pecora x 4,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
costoletta di agnello confezionate,01.1.2.3,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
agnellone in parti,01.1.1.5,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
capretto a meta' x2,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
testina di agnello takeaway,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
capretto intero,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
cotolette di agnello,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
anteriore di agnello porzionato,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
agnello meta1/4 ant 1/4 post.,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
corata di agnello da latte al kg,01.1.4.1,4,0.6666666666666666,carne ovi-caprina,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
agnello al kg,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
cosciotto di agnello,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
capretto intero/in parti al kg,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
capra in parti,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnello da latte i scelta tkw,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
costoletta di agnello conf.,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
testa di capretto,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
arrosticini agnello x6,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
spalla di agnello con carre',01.1.2.2,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnellone tkw,01.1.1.5,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
spalla di agnello tkw,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
coscio di agnello confezionato,01.1.2.3,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
coscio di capretto,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
pancia di agnello arrotolata,01.1.2.3,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
capra,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
capretto in parti,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnello a meta',01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
costolette di agnello 12/14 kg,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
"agnello intero o meta ""locale""",01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
coscia a fette agnellone,01.1.2.3,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
coscio di agnello con carre',01.1.2.2,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnello di sardegna igp in parti,01.1.2.2,2,0.3333333333333333,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnello da latte intero/in parti i scelta,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lombatina di pecora,01.1.2.2,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
carredi agnello,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
spalla di agnello confezionata,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
spuntature di agnello,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
capretto,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
corata di capretto,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
costolette di agnello 9/11 kg,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
capretto  a pezzi,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
spalla di agnello senza viscere x4 pezzi,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
pecora,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
anteriore in tranci agnellone,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
coratella di agnello condita,01.1.1.5,2,0.3333333333333333,carne avicunicola,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
cotolette di capretto,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
"agnello in parti ""locale""",01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
coscio di agnello con carre,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
"agnello spalla ""locale""",01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
arrosto di spalla di agnello,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnello 7/9,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
pancia di agnello sv x 08 pz.,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
spalla di agnello 12/14,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
pancia di agnello sv,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
costolette di agnello panate,01.1.2.3,4,0.6666666666666666,carne avicunicola,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costolette agnello,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
agnello con salsa orientale al kg,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.5,intfloat/e5-mistral-7b-instruct,False
posteriore di capretto,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
anteriore di capretto,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
braciola di agnello galles,01.1.2.1,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
agnello pronto forno,01.1.2.3,4,0.6666666666666666,carne avicunicola,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
spalla di capretto,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola di agnello confezionata,01.1.2.3,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
mezzo agnello 100% calabria cfx2,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
coscio di agnello 12/14,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
coscio d'agnello italiano,01.1.2.3,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costolette di agnello 7/9 kg,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
"agnello coscia ""locale""",01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
capra in parti   ,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnello italiano intero/meta',01.1.2.3,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
agnello it/it,01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
grigliata agnello italiano x6,01.1.2.2,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
coscio di agnello 9/11 kg,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnello locale,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
"agnello cotoletta ""locale""",01.1.2.3,4,0.6666666666666666,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
steccone di agnello x 4,01.1.2.2,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
agnello a pezzi,01.1.2.3,4,0.6666666666666666,carne avicunicola,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
spiedi grigliata di agnello italiano,01.1.1.5,6,1.0,carne ovi-caprina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
carne di suino braciole di lombo,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola di collo suino con osso,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costine di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine collo senza osso di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
pancetta di suino a fette,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza di suino a fette,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costine di lombo di suino .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
filetto di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine di coscia suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
carne di suino arista a fette,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza a fette di suino .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
bocconcini di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
arista di suino a trancio,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costine suino confezione risparmio,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciole di suino .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
macinato di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza a tranci di suino .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
spezzatino di suino .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
filetto di suino .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza di suino a trancio,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola di lombo di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza a fette di suino sottile .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costine spuntature di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola di suino mista confezione risparmio,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
zampetti di suino,01.1.2.3,6,1.0,carne suina,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
coppa con osso di suino a fette .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita fettine suino (lonza) circa 300 g,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
straccetti di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costine di suino conf.risparmio,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
spuntature di suino cpq,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
arista di suino a fette,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola di collo con osso suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita filetto di suino a fette circa 300 g,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita fettine di coppa di suino senza osso conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita lonza di suino a fette conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine di suino cpq x6,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita costine di suino conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola suino collo c/osso cpq x6,01.1.2.2,4,0.6666666666666666,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
macinato di suino cpq atm 350g,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola mista di suino conf.rispa,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciole miste suino cpq x4,01.1.2.3,4,0.6666666666666666,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita lonza di suino a trancio conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciole di lombo di suino al kg,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita filetto di suino conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola di lombo suino conf.rispar,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola suino collo c/o umbro x6,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
mezzelune suino cot/form atm csx6,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
arista suino fette sottile,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciole suino conf. x2 cpq,01.1.2.3,4,0.6666666666666666,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita bocconcini di suino conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lardo di suino condito,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
cotenna di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
suinetto in parti,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
bocconcini di suino cpq x6,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lombatine suino umbro x6,01.1.2.3,4,0.6666666666666666,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita fettine suino coppa s/osso circa 300 g,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine sottili di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine di coscia di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza a fette di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
cotolette di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine s/osso coppa di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita braciola suino coppa c/osso circa 400 g,01.1.2.3,4,0.6666666666666666,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita costine di suino circa 650 g,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
ossa con carne di suino,01.1.2.3,6,1.0,carne suina,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
costina di suino per griglia,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
sottilissime di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita lonza di suino a fette sottili conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita arista di suino a tranci senza osso circa 800 g,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
macinato di suino scelto,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
prosciutto di suino conf. famiglia,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine di prosciutto di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
coppa fresca di suino trancio .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza in trancio di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita braciola di lombo di suino conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
macinato per ragu di suino,01.1.1.5,4,0.6666666666666666,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
zampini di suino crude al kg,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita bocconcini di suino circa 300 g,01.1.2.3,4,0.6666666666666666,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
arrosto di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciole di suino max film cpq,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
ossa di suino,01.1.2.3,6,1.0,carne suina,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
percorso qualita braciole di suino miste formato convenienza conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
stinco di suino .,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
percorso qualita fettine di coppa di suino con osso conad,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
carne di suino braciola collo con confezione risparmio,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costine di suino monoporzione,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza suino a fette maxi atm cpq,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lombo di suino c/o al kg tkw,01.1.2.2,4,0.6666666666666666,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,True
lonza a fette di suino conf risp,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lombatine di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
mezzena intera di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
fettine di coscia di suino tkw,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
arrosto di suino coscia,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
lonza di suino a fette take away,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciole di lombo di suino conf risp,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
trancio di coppa di suino,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
arrosticini suino sassi 400g,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
ossa con carne di suino tkw,01.1.2.3,6,1.0,carne suina,01.1.2.4,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita arista di suino a fette,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
conad percorso qualita costine di suino formato convenienza,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciola collo suino s/osso cpq,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
costina di suino per ragu',01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
braciole di coppa c/osso di suino al kg,01.1.2.3,6,1.0,carne suina,01.1.2.2,intfloat/e5-mistral-7b-instruct,False
verza verde orig.italia,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolo cappuccio orig.italia,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore misto rosette ita 400g,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore orig.italia,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
brocc.baresani 500g cpq italia icat,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolini bruxelles gr 350 olanda i categoria,01.1.7.1,6,1.0,ortofrutta frutta secca,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolini bruxelles gr 350 olanda,01.1.7.1,6,1.0,ortofrutta frutta secca,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore vassoio gr 800 bio italia ii categoria,01.1.7.1,6,1.0,ortofrutta frutta e verdure biologiche,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolini bruxelles 350g olanda i ct,01.1.7.1,6,1.0,ortofrutta frutta secca,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore almaverde bio gr.800,01.1.7.1,6,1.0,ortofrutta frutta e verdure biologiche,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
broccoli di natale a pz.ital.i cat.,01.1.7.1,6,1.0,ortofrutta frutta fresca,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolini bruxelles olanda i categoria gr 350,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
broccolo romano,01.1.7.1,6,1.0,ortofrutta frutta fresca,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolini bruxelles 350g olanda ict,01.1.7.1,6,1.0,ortofrutta frutta secca,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
verza cappuccia italia i cat,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
conad percorso qualita cavolo broccolo italia 500 g,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolini bruxelles gr 350g olanda i categoria,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
/*cavolfiore bianco italia  i categ,01.1.7.1,4,0.6666666666666666,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore bianco rosette 400g,01.1.7.1,4,0.6666666666666666,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
"""cuori di cavolo nero""""ita"""" 200g""",01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore bianco italia cat. i,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
"""cavolini brux""""i""""20-40 ndl 350g""",01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore verde orig.italia,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore orig. italia,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolo cappuccio tondi bianchi cat. i,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolo verza verde italia cat. i,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolfiore cpq orig.italia,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolo cappuccio rosso italia cat. i,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolo broccolo 500 g percorso qualita conad,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolo verza nero orig.italia,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
cavolini bruxell.370g olanda icat,01.1.7.1,6,1.0,ortofrutta verdure,01.1.7.1,intfloat/e5-mistral-7b-instruct,True
