name,category,manual_code,correct_option,correct_n,llm,prediction,match
banane cat. i ecuador,ortofrutta frutta fresca,01.1.6.1,True,8,mistral:latest,01.1.6.5,False
banane origine ecuador cat. i,ortofrutta frutta fresca,01.1.6.1,True,8,mistral:latest,01.1.6.1,True
banane cat. i colombia,ortofrutta frutta fresca,01.1.6.1,True,7,mistral:latest,01.1.6.5,False
banane orig ecuador ii ct.,ortofrutta frutta fresca,01.1.6.1,True,9,mistral:latest,01.1.6.1,True
banane alternative ecuador i cat*,ortofrutta frutta fresca,01.1.6.1,True,8,mistral:latest,01.1.6.1,True
banane rosse ecuador i categoria,ortofrutta frutta fresca,01.1.6.1,True,9,mistral:latest,01.1.6.1,True
banane i 19+ cri chiquita (verdi),ortofrutta frutta fresca,01.1.6.1,True,8,mistral:latest,01.1.6.1,True
banane conad p.q.pr.,ortofrutta frutta fresca,01.1.6.1,True,8,mistral:latest,01.1.6.5,False
banane i 20+ cri cpq,ortofrutta frutta fresca,01.1.6.1,True,8,mistral:latest,01.1.6.5,False
banane cpq cat.i cal.20+ orig.costa rica,ortofrutta frutta fresca,01.1.6.1,True,7,mistral:latest,01.1.6.1,True
f.lli orsero f. lli orsero banane,ortofrutta frutta fresca,01.1.6.1,True,3,mistral:latest,01.1.6.5,False
banane cat.i cal 14+ origine costa rica,ortofrutta frutta fresca,01.1.6.1,True,9,mistral:latest,01.1.6.5,False
banane cat. l,ortofrutta frutta fresca,01.1.6.1,True,9,mistral:latest,01.1.6.5,False
fettine per cotolette bovino adulto,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
carne di bovino adulto macinato sceltissimo,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
muscolo di bovino adulto,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
filetto di bovino adulto,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
bistecche 1scelta bovino adulto(fesa-noce),carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
straccetti di bovino adulto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
fettine di girello di bovino adulto,carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
macinato di bovino adulto confezione risparmio,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
carpaccio di bovino adulto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
tagliata di bovino adulto con guarnizione di rosmarino,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
spezzatino di bovino adulto,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
carne macinata di polpa scelta di bovino adulto,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
fiorentine senza osso bovino adulto .,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
sottilissime di bovino adulto .,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettine per pizzaiola bovino adulto,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.1.5,False
bollito senza osso di bovino adulto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
fettine sceltissime bovino adulto,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
filetto bovino adulto .,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
spezzatino bovino adulto .,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
carne di bovino adulto spezzato scelto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
"bollito  di bovino adulto ""locale""",carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
fettine fracosta di bovino adulto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
"filetto di bovino adulto ""locale""",carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
carne macinata di suino e bovino adulto,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
tagliata di bovino adulto,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
fettine sottili bovino adulto,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
percorso qualita fettine di posteriore di bovino adulto conad,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
sottofiletto bovino adulto .,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
arrosto di bovino adulto,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
punta di petto bovino adulto .,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
"lombo s/o di bovino adulto ""locale""",carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
bistecca lombo senza osso di bovino adulto,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
polpa(suora/cappello prete)bovino adulto per brasato,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
straccetti bovino adulto scottona,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
bollito con osso di bovino adulto,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
spuntatura /doppia bovino adulto .,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
"magro tranci bovino adulto ""locale""",carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
macinato magro di bovino adulto,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
lombatelli bovino adulto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
fettine di girello bovino adulto,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
macinato conf.risparm.bovino adulto,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.1.5,False
bistecca fiorentina bovino adulto,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
macinato scelto di bovino adulto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
fettine di fesa bovino adulto,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
fiorentina con osso di bovino adulto,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
fettine di spalla bovino adulto,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
macinato sceltissimo di bovino adulto,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
ossobuco di bovino adulto,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
girello o magatello a trancio di bovino adulto,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
coda di bovino adulto,carne bovina,01.1.2.4,True,2,mistral:latest,01.1.2.2,False
polpa bollito/brasato di bovino adulto cappello prete,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
spezzato scelto di bovino adulto,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
macinato per ragu' di bovino adulto,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
fettine di i taglio bovino adulto,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
"spezzatino bovino adulto ""locale""",carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettine girello di bovino adulto scottona,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
bistecche pressate bovino adulto,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
tagliata bovino adulto,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
polpa di sottospalla bovino adulto,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettine di fracosta bovino adulto,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
"fett.e girello bovino adulto""locale",carne bovina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
bistecche 1scelta sottili bovino adulto,carne bovina,01.1.2.2,True,12,mistral:latest,01.1.2.2,True
"muscolo di bovino adulto ""locale""",carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
bistecca lombo con osso bovino adulto,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
doppione e spuntatura bovino adulto .,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
carne di bovino adulto magro a trancio,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
"bistecca c/o bovino adulto""locale""",carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
"fiorentina di bovino adulto""locale""",carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettine di anteriore bovino adulto per pizzaiola,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
"arrosto di bovino adulto ""locale""",carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
"macinato  di bovino adulto ""locale""",carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
bocconcini di bovino adulto,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
bovino adulto straccetti,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
"fett.e sceltis.e bovino adulto""loca",carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
fettine di anteriore reale a fette di bovino adulto,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
bistecca 1scelta bovino adulto (fesa-noce),carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
polpa scelta bovino adulto(spalla- muscoli),carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettinane sceltissime di bovino adulto scottona,carne bovina,01.1.2.2,False,0,mistral:latest,01.1.5.9,False
carne di bovino adulto fracosta di scottona,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
carne di bovino adulto controfiletto senza osso,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
"tagliata di bovino adulto ""locale""",carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
polpa scelta di bovino adulto (spalla-muscoli),carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
bocconcini di bovino adulto scottona,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
confezione di macinato scelto bovino adulto italia,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
bistecca senza osso di bovino adulto,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
"fracosta fe.e bovino adulto""locale""",carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
fiorentina bovino adulto scottona,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
doppione e spuntatura bovino adulto per griglia(taglio tipo asado),carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
doppione bovino adulto .,carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
fettine di anteriore per pizzaiola bovino adulto,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
bistecca con osso bovino adulto  scottona,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
macinato per ragu di bovino adulto al kg,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
carne macinata di polpa sceltissima di bovino adulto,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
fettine bovino adulto per pizzaiola.,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
fettine scelte di bovino adulto scottona,carne bovina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
percorso qualita bistecca con osso di bovino adulto conad,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
scamone codata bovino adulto al kg,carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
ossa da brodo sugo di bovino adulto,carne bovina,01.1.2.4,True,1,mistral:latest,01.1.2.4,True
cappello del prete  / bovino adulto,carne bovina,01.1.2.2,True,3,mistral:latest,07.1.4.0,False
fettine di anteriore di bovino adulto,carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
"fett.e i taglio bovino adulto""loca",carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
bollito di bovino adulto,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
arrosto coscia bovino adulto scottona,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
fiorentina di bovino adulto con osso e filetto,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
polpa coscia di bovino adulto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
entrecote senza osso bovino adulto,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
rosa senza osso bovino adulto,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
percorso qualita bollito senza osso di bovino adulto conad,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
macinato di vitello,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
polpa coscia a trancio di vitello .,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
bistecche scelte di vitello .,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
cuore di vitello tkw,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
bocconcini di vitello,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
carne di vitello fettine di coscio,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
nodini di vitello .,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.5,False
sottilissime di vitello .,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
ossi buchi di vitello .,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.3,False
carne di vitello lombatina con osso,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
braciole di vitello .,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
"conad percorso qualita macinato di vitello 0,300 kg",carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
bocconcini vitello .,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
percorso qualita fettine di posteriore di vitello conad,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
straccetti di vitello,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
percorso qualita spezzatino di vitello conad,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
spezzatino vitello cpq,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
magatello di vitello .,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
scottadito di vitello,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
carne macinata di vitello .,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
sottofiletto di vitello .,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
arrosto di vitello,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
spezzatino senza osso di vitello .,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
fettine scelte vitello  cpq,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
filetto di vitello .,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
percorso qualita braciola con osso di vitello conad,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
lombatina di vitello con osso,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
polpa di sottospalla vitello per arrosto,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
polpa di spalla vitello .,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
fettine di coscia vitello,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
carne di vitello filetto,carne bovina,01.1.2.2,True,12,mistral:latest,01.1.2.2,True
arrosto reale vitello  cpq,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
carne di vitello fracosta senza osso,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
percorso qualita fettine di anteriore di vitello conad,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
scottadito di vitello con osso cpq,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
rolle di vitello,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.5,False
girello di vitello,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
cotolette vitello(fesa-girello- spalla),carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
tasca di vitello da farcire .,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.9.1,False
percorso qualita vitello in tranci italia conad,carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
biancostato vitello .,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
filetto di vitello,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
fettine di spalla vitello,carne bovina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
percorso qualita polpa di anteriore in tranci di vitello conad,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
fettine di anteriore vitello senza osso,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
percorso qualita ossobuco di vitello conad,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
percorso qualita macinato di vitello conad,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
tartare vitello fiorani skin 210g,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
straccetti di vitello cpq,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
carne di vitello girello,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
tagliata di vitello,carne altre specie,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
lombatine vitello senza osso,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
percorso qualita polpa di posteriore in tranci di vitello conad,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
bistec.fracosta s/o vitello cpq,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettine scelte sottili di vitello,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
carne di vitello ossobuco,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
sottopaletta vitello cem cpq,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
percorso qualita filetto di vitello conad,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
fracosta con osso di vitello,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
percorso qualita fettine sottili di posteriore di vitello conad,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
polpa scelta vitello spalla cpq,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
percorso qualita ossobuco di vitello confezionato atm conad,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
bocconcini di vitello cpq,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
percorso qualita arrosto di vitello conad,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
braciole di vitello (vitellina) s/filett,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
fracosta senza osso di vitello,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettina sceltissima di vitello monoporzione,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
polpa scelta macinata di vitello (vitell,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
coda di vitello atm,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
ossobuco di vitello,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.5,False
bistec.fracosta c/o vitello cpq,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
percorso qualita lombatine di vitello confezionato atm 300g conad,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
fettine scelte vitellina,carne bovina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
bistecca di vitello,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
percorso qualita fracosta con osso di vitello conad,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
scaloppine vitello cpq,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
fettine noce - vitello,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
carne di vitello lombatine senza osso,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettine pezza- vitello,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
fettine rosa - vitello,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
rolle' di vitello porchettato,carne altre specie,01.1.2.2,True,3,mistral:latest,01.1.2.5,False
fettine di coscia di vitello cpq,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
fettine di coscia di vitello conad percorso qualita,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
carne di vitello nodini,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
polpa a trancio di vitello,carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
conad percorso qualita vitello arrosto,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
fettine di coscio di vitello,carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
fettine di spalla di vitello,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
arrosto scelt.mo-vitello,carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
polpa coscia vitello pqc,carne bovina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
lombatine di vitello percorso qualita conad,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
straccetti di vitello conad percorso qualita,carne bovina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
lombatina di vitello,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
polpa scelta macinata di vitello (vitellina),carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
fettine sottile di posteriore di vitello,carne bovina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
percorso qualita scottadito di vitello conad,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
"macinato di vitello 0,300 kg percorso qualita conad",carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
bistecca di vitello macinata (vitellina),carne bovina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
percorso qualita arrosto magro di vitello conad,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
arrosto scelto vitello (vitellina),carne bovina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
muscolo di vitello,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
bocconcini di vitello vitellina,carne bovina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
fettine scelte vitello (vitellina),carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
percorso qualita fettine sceltissime di posteriore di vitello conad,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
bocconcini di vitello (vitellina) takeaway,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
fracosta c/osso- vitella,carne bovina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
diaframma di vitello,carne bovina,01.1.2.4,False,0,mistral:latest,01.1.2.2,False
carne di vitello fracosta con osso,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
conad percorso qualita vitello fettine di spalla,carne bovina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
prep macinato sceltissimo-vitello,carne bovina,01.1.2.2,True,5,mistral:latest,01.1.2.5,False
fettine scelte vitello vitellina takeway,carne bovina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
arrosticini ovino adulto pf 400g,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
braciole di agnello,carne ovi-caprina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
testina di agnello,carne ovi-caprina,01.1.2.4,False,0,mistral:latest,01.1.2.2,False
agnello in parti,carne ovi-caprina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
corata di agnello,carne ovi-caprina,01.1.2.4,False,0,mistral:latest,01.1.2.2,False
agnello bracioline .,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
coscio di agnello,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
braciola di agnello,carne ovi-caprina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
costolette di agnello,carne ovi-caprina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
agnello bracioline gb. .,carne ovi-caprina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
spalla di agnello,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
coscio di agnello locale,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
costolette di agnello locale,carne ovi-caprina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
carre di agnello,carne ovi-caprina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
costolette di agnello igp skin x4,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
spalla di agnello locale,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
agnello 7/9 kg intero,carne ovi-caprina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
agnello 7/9 kg a meta',carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
agnello da latte intero/in parti i scelt,carne ovi-caprina,01.1.2.2,False,0,mistral:latest,99.9.9.9,False
agnello spalla intera .,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
agnello cosciotto .,carne ovi-caprina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
mezzo agnello confezionato,carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
capretto  a meta',carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
agnello intero a quarti,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
capretto  a meta,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
agnello in quarti.,carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
confezione mista agnello sardo igp,carne ovi-caprina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
agnello intero,carne ovi-caprina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
agnello a meta,carne ovi-caprina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
lombatina di pecora x 4,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
costoletta di agnello confezionate,carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
agnellone in parti,carne ovi-caprina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
capretto a meta' x2,carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
testina di agnello takeaway,carne ovi-caprina,01.1.2.4,True,3,mistral:latest,01.1.2.4,True
capretto intero,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
cotolette di agnello,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.5,False
anteriore di agnello porzionato,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
agnello meta1/4 ant 1/4 post.,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
corata di agnello da latte al kg,carne ovi-caprina,01.1.2.4,False,0,mistral:latest,01.1.2.1,False
agnello al kg,carne ovi-caprina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
cosciotto di agnello,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
capretto intero/in parti al kg,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
capra in parti,carne ovi-caprina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
agnello da latte i scelta tkw,carne ovi-caprina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
