original_index,name,category,manual_code,correct_option,correct_n,llm,prediction,match
2271,melanz.tonda viola 850g (vassoio),ortofrutta verdure,01.1.7.2,True,8,qwen2.5:32b,01.2.1.0,False
2272,melanzane viola striate italia i categoria,ortofrutta verdure,01.1.7.2,True,10,qwen2.5:32b,01.2.1.0,False
2273,melanzane viola italia cat. i,ortofrutta verdure,01.1.7.2,True,8,qwen2.5:32b,01.2.1.0,False
2274,melanz.tonde vass.700g italia i cat,ortofrutta verdure,01.1.7.2,True,6,qwen2.5:32b,01.2.1.0,False
2275,melanzane striate 850g (vassoio),ortofrutta verdure,01.1.7.2,True,11,qwen2.5:32b,01.2.1.0,False
2276,melanzane viola ita 1 kg (vassoio),ortofrutta verdure,01.1.7.2,True,12,qwen2.5:32b,01.2.1.0,False
2277,melanzane a fette,ortofrutta verdure,01.1.7.2,True,5,qwen2.5:32b,01.2.1.0,False
2278,f&v melanzana nera i  categoria,ortofrutta verdure,01.1.7.2,True,10,qwen2.5:32b,01.2.1.0,False
2279,f&v melanzana viola ct i al kg,ortofrutta verdure,01.1.7.2,True,4,qwen2.5:32b,01.2.1.0,False
2280,melanzane lunghe italia i cat.,ortofrutta verdure,01.1.7.2,True,7,qwen2.5:32b,01.2.1.0,False
2281,melanzane nere,ortofrutta verdure,01.1.7.2,True,9,qwen2.5:32b,01.1.4.8,False
2282,melanzane lunghe italia cat. i,ortofrutta verdure,01.1.7.2,True,7,qwen2.5:32b,01.2.1.0,False
2283,"""melanz.tonde""""ii""""ita 400g.biologico""",ortofrutta verdure,01.1.7.2,True,8,qwen2.5:32b,01.1.6.9,False
2284,"conad percorso qualita zucchino chiaro italia cal. 14/21 0,600 kg",ortofrutta verdure,01.1.7.2,True,1,qwen2.5:32b,01.1.7.4,False
2285,zucche gialle (lunghe) orig.italia,ortofrutta verdure,01.1.7.2,True,1,qwen2.5:32b,01.2.1.0,False
2286,cottin tavola ortaggi grigliati zucchine grigliate 250 g,ortofrutta verdure,01.1.9.1,True,4,qwen2.5:32b,01.2.1.0,False
2287,zucchine scure italia cal. 14/21 cat. i,ortofrutta verdure,01.1.7.2,True,6,qwen2.5:32b,01.1.7.8,False
2288,zucchine bianche italia i cat,ortofrutta verdure,01.1.7.2,True,5,qwen2.5:32b,01.1.7.3,False
2289,"zucchine bio italia cal. 14-21 cm 0,700 kg verso natura conad",ortofrutta frutta e verdure biologiche,01.1.7.2,True,3,qwen2.5:32b,01.2.1.0,False
2290,zucchine tonde orig.italia,ortofrutta verdure,01.1.7.2,True,4,qwen2.5:32b,01.1.7.8,False
2291,fiori di zucchine ita vasch.100g,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.2.1.0,False
2292,zucche verdi(delica) orig.italia,ortofrutta verdure,01.1.7.2,True,1,qwen2.5:32b,01.1.7.4,False
2293,zucchine a rondelle,ortofrutta verdure,01.1.7.2,True,2,qwen2.5:32b,01.1.7.4,False
2294,zucchine chiare italia cat. i cal. 14/21,ortofrutta verdure,01.1.7.2,True,5,qwen2.5:32b,01.1.7.8,False
2295,zucchine chiare ita 600g(bolognesi),ortofrutta verdure,01.1.7.2,True,3,qwen2.5:32b,01.2.1.0,False
2296,zucchine bianche romanesche lazio italia i categoria,ortofrutta verdure,01.1.7.2,True,4,qwen2.5:32b,01.2.1.0,False
2297,zucchine chiare ita 600g(grezzino),ortofrutta verdure,01.1.7.2,True,3,qwen2.5:32b,01.1.7.3,False
2298,zucche verde delica italia cat. i,ortofrutta verdure,01.1.7.2,True,1,qwen2.5:32b,01.1.7.4,False
2299,zucche(delica) orig.sud africa,ortofrutta verdure,01.1.7.2,True,2,qwen2.5:32b,01.1.7.4,False
2300,zucch.chiare grezzine ita vass.600g,ortofrutta verdure,01.1.7.2,True,1,qwen2.5:32b,01.1.7.3,False
2301,piselli busta 500g or.italia i cat.,ortofrutta verdure,01.1.7.3,True,5,qwen2.5:32b,01.1.7.4,False
2302,piselli busta gr. 500,ortofrutta verdure,01.1.7.3,True,5,qwen2.5:32b,01.1.7.4,False
2303,piselli freschi vs.500g italia icat,ortofrutta verdure,01.1.7.3,True,5,qwen2.5:32b,01.2.1.0,False
2304,piselli verdoni italia i cat.,ortofrutta verdure,01.1.7.3,True,5,qwen2.5:32b,01.1.7.4,False
2305,piselli freschi italia i cat.,ortofrutta verdure,01.1.7.3,True,5,qwen2.5:32b,01.2.1.0,False
2306,piselli freschi italia cat. i,ortofrutta verdure,01.1.7.3,True,4,qwen2.5:32b,01.2.1.0,False
2307,piselli freschi vass. it 500g i cat,ortofrutta verdure,01.1.7.3,True,6,qwen2.5:32b,01.2.1.0,False
2308,peperoni rossi italia i categoria,ortofrutta verdure,01.1.7.2,True,7,qwen2.5:32b,01.2.1.0,False
2309,peperone rosso cat.i cal.80-100 orig.italia,ortofrutta verdure,01.1.7.2,True,10,qwen2.5:32b,01.2.1.0,False
2310,conad percorso qualita peperoni quadrati misti italia cal. 70/90 600 g,ortofrutta verdure,01.1.7.2,True,1,qwen2.5:32b,01.1.7.4,False
2311,peperoni gialli italia 1 fila i categoria,ortofrutta verdure,01.1.7.2,True,7,qwen2.5:32b,01.2.1.0,False
2312,peperoni sweet palermo mix 500g ita,ortofrutta verdure,01.1.7.2,True,4,qwen2.5:32b,01.2.1.0,False
2313,peperoni gialli/rossi italia i cat.,ortofrutta verdure,01.1.7.2,True,8,qwen2.5:32b,01.2.1.0,False
2314,peperoni dolce friggitello gr 250 italia i categoria,ortofrutta verdure,01.1.7.2,True,4,qwen2.5:32b,01.2.1.0,False
2315,peperoni dolci cornelio italia valfrutta cal. 35/55 vaschetta 500g valfrutta,ortofrutta verdure,01.1.7.2,True,3,qwen2.5:32b,01.1.9.9,False
2316,peperoni gialli italia cal. 80/110 cat. i,ortofrutta verdure,01.1.7.2,True,3,qwen2.5:32b,01.2.1.0,False
2317,peperone dolce mix 150g vlf ita.ict,ortofrutta verdure,01.1.7.2,True,7,qwen2.5:32b,01.2.1.0,False
2318,peper.topepo dolce verde it. i cat,ortofrutta verdure,01.1.7.2,True,5,qwen2.5:32b,01.1.7.4,False
2319,peperone corno di capra,ortofrutta legumi e cereali,01.1.7.2,True,6,qwen2.5:32b,01.2.1.0,False
2320,peper.friggit.piccoli 300g it.i cat,ortofrutta verdure,01.1.7.2,True,1,qwen2.5:32b,01.2.1.0,False
2321,peperoni misti italia cal. 70/90 cat. i,ortofrutta verdure,01.1.7.2,True,2,qwen2.5:32b,01.2.1.0,False
2322,"""fagiolini""""i"""" mar 250g(spuntati)""",ortofrutta verdure,01.1.7.3,True,2,qwen2.5:32b,01.1.7.4,False
2323,conad percorso qualita fagiolini filiformi fini italia 500 g,ortofrutta verdure,01.1.7.3,True,3,qwen2.5:32b,01.1.7.3,True
2324,"""fagiolini""""i"""" mar vs.500g""",ortofrutta verdure,01.1.7.3,True,5,qwen2.5:32b,01.1.7.4,False
2325,fagiolini fini spuntati italia 250 g percorso qualita conad,ortofrutta verdure,01.1.7.3,True,3,qwen2.5:32b,01.2.1.0,False
2326,"""fagiolini""""i"""" ita vs.500g""",ortofrutta verdure,01.1.7.3,True,6,qwen2.5:32b,01.1.7.4,False
2327,conad percorso qualita fagiolini fini spuntati italia 250 g,ortofrutta verdure,01.1.7.3,True,4,qwen2.5:32b,01.2.1.0,False
2328,fagiolini orig.italia,ortofrutta verdure,01.1.7.3,True,4,qwen2.5:32b,01.1.7.3,True
2329,conad percorso qualita fagiolini filiformi fini italia 750 g,ortofrutta verdure,01.1.7.3,True,3,qwen2.5:32b,01.1.7.4,False
2330,conad mix & gusta pomodoro datterino noci grana padana dop crostini 145 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.9.9,False
2331,bonduelle mix lattugoso 80 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2332,conad fagioli corona 400 g,ortofrutta legumi e cereali,01.1.7.9,True,1,qwen2.5:32b,01.1.7.6,False
2333,olive verdi giganti in secchiello gr 350 oroli,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,01.1.7.4,False
2334,mais dorato 100 g,ortofrutta frutta secca,01.1.1.1,True,1,qwen2.5:32b,01.1.6.8,False
2335,conad mais per pop corn 400 g,ortofrutta legumi e cereali,01.1.1.1,True,3,qwen2.5:32b,01.1.9.9,False
2336,bonduelle carta delle insalate ricetta gustosa 150 g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.1.7.4,False
2337,bonduelle le tenere insalatine 125 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2338,conad mix & gusta olive verdi grana padano dop crostini 120 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.9.9,False
2339,pedon i pronti ceci 250 g,ortofrutta legumi e cereali,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2340,snack di mais fritto e salato 150 g conad,ortofrutta frutta secca,01.1.9.1,False,0,qwen2.5:32b,01.1.9.9,False
2341,conad carote cotte a vapore 500 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2342,conad mais da popcorn per microonde 100 g,ortofrutta legumi e cereali,01.1.9.1,False,0,qwen2.5:32b,01.1.9.9,False
2343,pedon i pronti lenticchie 250 g,ortofrutta legumi e cereali,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2344,bonduelle carta delle insalate ricetta deliziosa 90 g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.1.7.4,False
2345,insalata mista con carote e spinacino 220 g conad,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2346,conad verso natura bio misticanza biologica 80 g,ortofrutta frutta e verdure biologiche,01.1.9.1,False,0,qwen2.5:32b,01.2.1.0,False
2347,bonduelle iceberg 100 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.1,False
2348,nuova terra voglia di gourmet zuppa di lenticchie rosse e verdi con curcuma 180 g,ortofrutta legumi e cereali,01.1.7.9,True,1,qwen2.5:32b,11.1.2.9,False
2349,bonduelle carta delle insalate ricetta vivace 200 g,ortofrutta verdure,01.1.9.1,True,3,qwen2.5:32b,01.1.7.4,False
2350,bonduelle armonia 150 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2351,colfiorito zuppa di farro e legumi 400 g,ortofrutta legumi e cereali,01.1.7.9,True,1,qwen2.5:32b,01.1.7.7,False
2352,conad verso natura bio rucola biologica 80 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2353,conad verso natura bio valeriana biologica 70 g,ortofrutta frutta e verdure biologiche,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2354,conad verso natura bio zuppa con orzo biologica 300 g,ortofrutta legumi e cereali,01.1.9.1,True,2,qwen2.5:32b,01.1.9.9,False
2355,zuppa di legumi 400 g conad,ortofrutta legumi e cereali,01.1.7.9,True,2,qwen2.5:32b,01.1.7.4,False
2356,conad pannocchie di mais dolce cotte a vapore 400 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.2.1.0,False
2357,conad verso natura bio insalata classica biologica 150 g,ortofrutta frutta e verdure biologiche,01.1.9.1,False,0,qwen2.5:32b,01.1.7.1,False
2358,mais da popcorn per microonde 100 g conad,ortofrutta legumi e cereali,01.1.1.1,True,2,qwen2.5:32b,01.1.1.1,True
2359,ins.mista con carote julienne 250g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2360,pedon i pronti cannellini 250 g,ortofrutta legumi e cereali,01.1.9.1,False,0,qwen2.5:32b,01.1.1.1,False
2361,nuova terra voglio riscoprire minestra di ceci al profumo di rosmarino 180 g,ortofrutta legumi e cereali,01.1.7.9,False,0,qwen2.5:32b,01.1.7.7,False
2362,zuppa con orzo farro e legumi 400 g conad,ortofrutta legumi e cereali,01.1.1.9,False,0,qwen2.5:32b,01.1.9.9,False
2363,"nuova terra voglio star bene zuppa di miglio, lenticchie rosse e finocchio 160 g",ortofrutta legumi e cereali,01.1.1.9,False,0,qwen2.5:32b,11.1.2.9,False
2364,conad snack di mais 150 g,ortofrutta frutta secca,01.1.9.1,False,0,qwen2.5:32b,01.1.9.9,False
2365,conad zuppa con orzo farro e legumi 400 g,ortofrutta legumi e cereali,01.1.1.9,False,0,qwen2.5:32b,01.1.9.9,False
2366,bonduelle mix rucoloso 80 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2367,zuppa orzo grano legumi conad gr 400,ortofrutta legumi e cereali,01.1.9.1,True,3,qwen2.5:32b,01.1.9.9,False
2368,nuova terra inconfondibili minestrone toscano con farro bio 250 g,ortofrutta legumi e cereali,01.1.1.9,True,1,qwen2.5:32b,01.1.7.7,False
2369,conad rape rosse cotte a vapore 500 g,ortofrutta verdure,01.1.9.1,True,3,qwen2.5:32b,01.1.7.4,False
2370,conad patate cotte a vapore 500 g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.1.7.4,False
2371,bonduelle iceberg 200 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2372,poppy mais per pop corn 250 g,ortofrutta legumi e cereali,01.1.1.1,True,5,qwen2.5:32b,01.1.9.9,False
2373,bonduelle mix prezioso 80 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2374,bonduelle carta delle insalate ricetta saporita 80 g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.1.7.4,False
2375,conad verso natura bio insalatina biologica 80 g,ortofrutta frutta e verdure biologiche,01.1.9.1,False,0,qwen2.5:32b,07.1.3.0,False
2376,conad zuppa di legumi 400 g,ortofrutta legumi e cereali,01.1.7.9,True,2,qwen2.5:32b,01.1.7.7,False
2377,mais per pop corn 400 g conad,ortofrutta legumi e cereali,01.1.1.1,True,4,qwen2.5:32b,01.1.1.1,True
2378,nuova terra voglio riscoprire zuppa di legumi ai profumi mediterranei 180 g,ortofrutta legumi e cereali,01.1.7.9,False,0,qwen2.5:32b,11.1.2.9,False
2379,mais tostato origine spagna,ortofrutta frutta e vegetali secchi,01.1.9.1,False,0,qwen2.5:32b,01.1.9.9,False
2380,puntarelle alla romana bst.200g sab,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.1,True
2381,"bonduelle mix rucoloso rucola, lattuga romana, songino valerianella 70 g",ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2382,lattuga romana busta gr 250,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.1,False
2383,conad percorso qualita cuore di iceberg 200 g,ortofrutta verdure,01.1.9.1,True,3,qwen2.5:32b,01.1.7.1,False
2384,conad percorso qualita iceberg e carote 250 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2385,cuore di iceberg 200 g percorso qualita conad,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.2.1.0,False
2386,ins.iceberg e radicchio 220g bds,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.2.1.0,False
2387,iceberg e carote 250 g percorso qualita conad,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2388,iceberg  bonduelle 100gr,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2389,valfrutta le insalate miste finocchio con iceberg e carote 200 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2390,iceberg 200gr i freschi sapori,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.2.1.0,False
2391,ins.iceberg cpq takeway,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.9.9,False
2392,"ins.iceberg 100g bonduelle 1,00",ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.6.9,False
2393,conad percorso qualita lattughino 125 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2394,conad percorso qualita lattughino 70 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2395,conad percorso qualita lattughino 90 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2396,bonduelle il lattughino degli agricoltori bonduelle 90 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2397,lattughino 125 g percorso qualita conad,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.1,False
2398,bonduelle lattughino 90 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2399,bonduelle lattughino 60 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2400,orto sud lattughino verde vaschetta gr100,ortofrutta verdure,01.1.9.1,True,7,qwen2.5:32b,01.1.7.1,False
2401,"bonduelle be!bio mix sfizioso lattughino verde e rosso, carote 100 g",ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2402,conad percorso qualita lattughino 200 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2403,lattughino 70 g percorso qualita conad,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.1,False
2404,"lattughino orti laz.vasc.100g 0,99",ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2405,cetrioli mini snack ndl 150g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.2.1.0,False
2406,conad percorso qualita julienne di pan di zucchero e radicchio rosso 500 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2407,insalata duetto radicchio  e pan di zucchero gr 250,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2408,ins.duetto radic.pan di zucch.250g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.9.9,False
2409,zucchine a fette.,ortofrutta verdure,01.1.7.9,True,1,qwen2.5:32b,01.1.7.4,False
2410,julienne di pan di zucchero e radicchio rosso 500 g percorso qualita conad,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2411,sab le regionali puntarelle cicoria catalogna 200 g,ortofrutta verdure,01.1.7.1,True,8,qwen2.5:32b,01.1.7.4,False
2412,cicorietta valfrutta bst.500g,ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.2.1.0,False
2413,rad.cicorino grumolo vs.100g,ortofrutta verdure,01.1.7.1,True,9,qwen2.5:32b,01.1.7.1,True
2414,ortopronto da cuocere cicoria 500 g,ortofrutta verdure,01.1.7.1,True,8,qwen2.5:32b,01.1.7.4,False
2415,brescia le pronte in tavola le filissime cicorino 150 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2416,brescia le pronte in tavola le filissime cicorino & porro 150 g,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2417,cicoria pronta bst.250g italia i ct,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.4,False
2418,cicoria agroama gr.500,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.4,False
2419,cicoria pronta bst.gr.500 it.i cat.,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2420,conad percorso qualita radicchio e valeriana 150 g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.1.7.4,False
2421,radicchio e valeriana 150 g percorso qualita conad,ortofrutta verdure,01.1.9.1,True,3,qwen2.5:32b,01.1.7.1,False
2422,conad percorso qualita radicchio verde tagliato 150 g,ortofrutta verdure,01.1.9.1,True,3,qwen2.5:32b,01.1.7.4,False
2423,radicchio+valeriana bst 150 g cpq,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2424,radicchio di campo bont natura 90g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.1.7.8,False
2425,mix di radicchi s&d 200g,ortofrutta verdure,01.1.9.1,True,3,qwen2.5:32b,01.1.7.4,False
2426,insal'arte radicchio variegato 175 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.2.1.0,False
2427,ortoromi radicchio rosso 175 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.8,False
2428,conad percorso qualita spinaci 500 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2429,conad percorso qualita spinacino 150 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2430,spinaci 500 g percorso qualita conad,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.1,True
2431,conad percorso qualita spinacino vaschetta alta 150 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2432,spinacino 150 g percorso qualita conad,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.1,False
2433,spinacino almaverde bio bst.80g,ortofrutta frutta e verdure biologiche,01.1.9.1,False,0,qwen2.5:32b,01.2.1.0,False
2434,bonduelle spinaci 400 g,ortofrutta verdure,01.1.7.1,True,7,qwen2.5:32b,01.1.7.4,False
2435,spinacino vaschetta alta 150 g percorso qualita conad,ortofrutta verdure,01.1.7.1,True,9,qwen2.5:32b,01.1.7.1,True
2436,spinaci 300g melograno,ortofrutta verdure,01.1.7.1,True,12,qwen2.5:32b,01.1.7.1,True
2437,spinaci busta 500g lazio it.i cat,ortofrutta verdure,01.1.7.1,True,9,qwen2.5:32b,01.1.7.1,True
2438,spinaci lazio i catergoria gr 500,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.1,True
2439,bietoline 500 g percorso qualita conad,ortofrutta verdure,01.1.7.1,True,6,qwen2.5:32b,01.1.6.9,False
2440,noberasco veg&crock chips croccanti da 2 barbabietole fresche 15 g,ortofrutta frutta e vegetali secchi,01.1.9.1,False,0,qwen2.5:32b,11.1.2.9,False
2441,mix rosette di broccoletti 400g percorso qualita conad,ortofrutta verdure,01.1.7.1,True,6,qwen2.5:32b,01.1.7.4,False
2442,percorso qualita mix rosette di broccoletti 400g conad,ortofrutta verdure,01.1.7.1,True,8,qwen2.5:32b,01.1.7.4,False
2443,percorso qualita mix rosette di broccoletti cat. i vaschetta 400g conad,ortofrutta verdure,01.1.7.1,True,5,qwen2.5:32b,01.1.7.4,False
2444,broccoletti busta gr 500 lazio italia i categoria,ortofrutta verdure,01.1.7.1,True,12,qwen2.5:32b,01.1.7.4,False
2445,"percorso qualita misto rosette di cavolfiore bianco, viola, arancione, broccoletti  400g conad",ortofrutta verdure,01.1.7.1,True,8,qwen2.5:32b,01.1.7.4,False
2446,conad percorso qualita rosette di broccoletti italia 400 g,ortofrutta verdure,01.1.7.1,True,7,qwen2.5:32b,01.1.7.1,True
2447,"madama oliva pomodori secchi ""alla contadina"" 200 g",ortofrutta verdure,01.1.7.9,True,3,qwen2.5:32b,01.1.7.4,False
2448,pomodori secchi oroli' vaschetta gr 200,ortofrutta verdure,01.1.7.9,True,2,qwen2.5:32b,01.1.7.4,False
2449,mix & gusta pomodoro datterino noci grana padana dop crostini 145 g conad,ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.9.9,False
2450,pomodoro datterino italia cat. i vaschetta 500g,ortofrutta verdure,01.1.7.2,True,6,qwen2.5:32b,01.2.1.0,False
2451,"""pappa al pomodoro""""mutti"""" 550g.""",ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.9.9,False
2452,"""pomodorata farro lent.""""mutti"""" 550g.""",ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.4,False
2453,pomodori secchi alla contadina 200g,ortofrutta verdure,01.1.7.9,True,2,qwen2.5:32b,01.1.7.4,False
2454,pomodori secchi orolivasch.200g,ortofrutta verdure,01.1.7.9,True,4,qwen2.5:32b,01.1.7.4,False
2455,"conad percorso qualita rosette di cavoli misti bianco, viola, arancione e verde italia 400 g",ortofrutta verdure,01.1.7.1,True,6,qwen2.5:32b,01.1.7.4,False
2456,"mista+finocchio bst.200g""sc.per te""",ortofrutta verdure,01.1.9.1,False,0,qwen2.5:32b,01.1.7.8,False
2457,ortopronto mista piu finocchi 200 g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.1.7.4,False
2458,"bonta di stagione le classiche tris benessere con carote, finocchio e zenzero 350 g",ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2459,finocchio julienne ivi 250g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,12.2.1.0,False
2460,scelte per te insalata mista con finocchio 200 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2461,insalata mista piu finocchio gr  200  italia i categoria ortopronto,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2462,conad percorso qualita carote julienne 200 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2463,conad verso natura bio carotine biologiche 150 g,ortofrutta frutta e verdure biologiche,01.1.7.4,True,6,qwen2.5:32b,01.2.1.0,False
2464,carote julienne 200 g percorso qualita conad,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2465,carotine baby vass.300g.italia i ct,ortofrutta verdure,01.1.7.4,True,5,qwen2.5:32b,01.1.7.4,True
2466,insalata mista con carote julienne,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.1,False
2467,carotine baby vassoio 300gr italia,ortofrutta verdure,01.1.7.4,True,6,qwen2.5:32b,01.1.7.4,True
2468,carotine biologiche 150 g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.7.4,True,8,qwen2.5:32b,01.1.7.4,True
2469,cipolla e fagioli ivi 250g,ortofrutta verdure,01.1.9.1,True,2,qwen2.5:32b,01.1.7.4,False
2470,aglio-cipolla mix 250g orig.it i ct,ortofrutta verdure,01.1.7.4,True,8,qwen2.5:32b,01.1.7.4,True
2471,madama oliva aglio marinato 300 g,ortofrutta verdure,01.1.7.9,True,7,qwen2.5:32b,01.1.7.4,False
2472,madama oliva pate di olive e carciofi 110 g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,01.1.7.4,False
2473,bonduelle stuzzichiamo? crema ai carciofi 150 g,ortofrutta verdure,01.1.7.9,False,0,qwen2.5:32b,01.1.7.4,False
2474,pate'olive e carciofi gr.110,ortofrutta verdure,01.1.7.9,True,3,qwen2.5:32b,01.1.9.9,False
2475,pate di olive e carciofi 110g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,01.1.9.9,False
2476,pate'olive e carciofi busta 110g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,01.1.9.9,False
2477,carciofi (x sottolio) orig.italia,ortofrutta verdure,01.1.7.1,True,9,qwen2.5:32b,01.2.1.0,False
2478,carciofi i ita ct.(sottolio),ortofrutta verdure,01.1.7.9,True,1,qwen2.5:32b,01.2.1.0,False
2479,ol.verdi giganti secch.350g oroli,ortofrutta verdure,01.1.7.9,True,3,qwen2.5:32b,01.1.7.4,False
2480,olive verdi sicilia sec.350g oroli,ortofrutta verdure,01.1.7.9,True,3,qwen2.5:32b,15.2.4.0,False
2481,madama oliva frutto d'italia olive d.o.p. nocellara del belice olive dolci verdi 250 g,ortofrutta verdure,01.1.7.9,True,2,qwen2.5:32b,01.1.7.7,False
2482,madama oliva frutto d'italia lupini 280 g,ortofrutta verdure,01.1.7.9,True,2,qwen2.5:32b,01.1.7.4,False
